Rotary encoder SYNC DATA
Neuropixel setup
Samping rate: 50 sps
20-23-22_01-13-2023
timestamp_sys,timestamp
2023-01-13_20:23:34.862683,12319
2023-01-13_20:23:34.972746,12429
2023-01-13_20:23:35.082259,12539
2023-01-13_20:23:35.192528,12649
2023-01-13_20:23:35.302687,12759
2023-01-13_20:23:35.412818,12869
2023-01-13_20:23:35.522865,12979
2023-01-13_20:23:35.632290,13089
2023-01-13_20:23:35.742996,13200
2023-01-13_20:23:35.853089,13310
2023-01-13_20:23:35.963761,13420
2023-01-13_20:23:36.072780,13530
2023-01-13_20:23:36.184212,13640
2023-01-13_20:23:36.293475,13750
2023-01-13_20:23:36.404147,13860
2023-01-13_20:23:36.513103,13970
2023-01-13_20:23:36.623675,14080
2023-01-13_20:23:36.733427,14190
2023-01-13_20:23:36.844603,14300
2023-01-13_20:23:36.953312,14410
2023-01-13_20:23:37.064144,14520
2023-01-13_20:23:37.174071,14630
2023-01-13_20:23:37.284515,14740
2023-01-13_20:23:37.393393,14851
2023-01-13_20:23:37.504065,14961
2023-01-13_20:23:37.614109,15071
2023-01-13_20:23:37.725033,15181
2023-01-13_20:23:37.834111,15291
2023-01-13_20:23:37.945146,15401
2023-01-13_20:23:38.054163,15511
2023-01-13_20:23:38.165171,15621
2023-01-13_20:23:38.274519,15731
2023-01-13_20:23:38.385018,15841
2023-01-13_20:23:38.494206,15951
2023-01-13_20:23:38.605589,16061
2023-01-13_20:23:38.714891,16171
2023-01-13_20:23:38.824962,16281
2023-01-13_20:23:38.935240,16392
2023-01-13_20:23:39.045411,16502
2023-01-13_20:23:39.155188,16612
2023-01-13_20:23:39.266203,16722
2023-01-13_20:23:39.375080,16832
2023-01-13_20:23:39.485621,16942
2023-01-13_20:23:39.595510,17052
2023-01-13_20:23:39.705673,17162
2023-01-13_20:23:39.815319,17272
2023-01-13_20:23:39.926374,17382
2023-01-13_20:23:40.035078,17492
2023-01-13_20:23:40.146472,17602
2023-01-13_20:23:40.256304,17712
2023-01-13_20:23:40.366328,17822
2023-01-13_20:23:40.476223,17932
2023-01-13_20:23:40.586143,18043
2023-01-13_20:23:40.696208,18153
2023-01-13_20:23:40.807175,18263
2023-01-13_20:23:40.916126,18373
2023-01-13_20:23:41.026353,18483
2023-01-13_20:23:41.136551,18593
2023-01-13_20:23:41.246642,18703
2023-01-13_20:23:41.356335,18813
2023-01-13_20:23:41.467477,18923
2023-01-13_20:23:41.576562,19033
2023-01-13_20:23:41.687326,19143
2023-01-13_20:23:41.796357,19253
2023-01-13_20:23:41.907312,19363
2023-01-13_20:23:42.017172,19473
2023-01-13_20:23:42.127530,19584
2023-01-13_20:23:42.236620,19694
2023-01-13_20:23:42.347575,19804
2023-01-13_20:23:42.456790,19914
2023-01-13_20:23:42.567457,20024
2023-01-13_20:23:42.677030,20134
2023-01-13_20:23:42.787455,20244
2023-01-13_20:23:42.897421,20354
2023-01-13_20:23:43.007785,20464
2023-01-13_20:23:43.117188,20574
2023-01-13_20:23:43.227179,20684
2023-01-13_20:23:43.337645,20794
2023-01-13_20:23:43.447429,20904
2023-01-13_20:23:43.557778,21014
2023-01-13_20:23:43.667431,21125
2023-01-13_20:23:43.778136,21235
2023-01-13_20:23:43.887510,21345
2023-01-13_20:23:43.998093,21455
2023-01-13_20:23:44.108696,21565
2023-01-13_20:23:44.218439,21675
2023-01-13_20:23:44.328448,21785
2023-01-13_20:23:44.438636,21895
2023-01-13_20:23:44.548368,22005
2023-01-13_20:23:44.659188,22115
2023-01-13_20:23:44.768905,22225
2023-01-13_20:23:44.878427,22335
2023-01-13_20:23:44.988469,22445
2023-01-13_20:23:45.099410,22555
2023-01-13_20:23:45.209064,22666
2023-01-13_20:23:45.319303,22776
2023-01-13_20:23:45.429532,22886
2023-01-13_20:23:45.539444,22996
2023-01-13_20:23:45.649868,23106
2023-01-13_20:23:45.759609,23216
2023-01-13_20:23:45.869646,23326
2023-01-13_20:23:45.979961,23436
2023-01-13_20:23:46.089252,23546
2023-01-13_20:23:46.199849,23656
2023-01-13_20:23:46.310282,23766
2023-01-13_20:23:46.420168,23876
2023-01-13_20:23:46.530491,23986
2023-01-13_20:23:46.640076,24096
2023-01-13_20:23:46.750172,24206
2023-01-13_20:23:46.860210,24317
2023-01-13_20:23:46.970395,24427
2023-01-13_20:23:47.080041,24537
2023-01-13_20:23:47.189874,24647
2023-01-13_20:23:47.300137,24757
2023-01-13_20:23:47.410408,24867
2023-01-13_20:23:47.520733,24977
2023-01-13_20:23:47.630485,25087
2023-01-13_20:23:47.740839,25197
2023-01-13_20:23:47.851187,25307
2023-01-13_20:23:47.961349,25417
2023-01-13_20:23:48.071231,25527
2023-01-13_20:23:48.181110,25637
2023-01-13_20:23:48.291246,25747
2023-01-13_20:23:48.402125,25858
2023-01-13_20:23:48.511254,25968
2023-01-13_20:23:48.621504,26078
2023-01-13_20:23:48.731572,26188
2023-01-13_20:23:48.841243,26298
2023-01-13_20:23:48.951245,26408
2023-01-13_20:23:49.061431,26518
2023-01-13_20:23:49.171377,26628
2023-01-13_20:23:49.281373,26738
2023-01-13_20:23:49.391951,26848
2023-01-13_20:23:49.502045,26958
2023-01-13_20:23:49.611935,27068
2023-01-13_20:23:49.721402,27178
2023-01-13_20:23:49.832057,27288
2023-01-13_20:23:49.941620,27399
2023-01-13_20:23:50.052531,27509
2023-01-13_20:23:50.162365,27619
2023-01-13_20:23:50.272573,27729
2023-01-13_20:23:50.382269,27839
2023-01-13_20:23:50.492782,27949
2023-01-13_20:23:50.602834,28059
2023-01-13_20:23:50.712041,28169
2023-01-13_20:23:50.822573,28279
2023-01-13_20:23:50.932230,28389
2023-01-13_20:23:51.042452,28499
2023-01-13_20:23:51.153125,28609
2023-01-13_20:23:51.262848,28719
2023-01-13_20:23:51.372966,28829
2023-01-13_20:23:51.483368,28939
2023-01-13_20:23:51.593338,29050
2023-01-13_20:23:51.703174,29160
2023-01-13_20:23:51.812952,29270
2023-01-13_20:23:51.923536,29380
2023-01-13_20:23:52.033378,29490
2023-01-13_20:23:52.144007,29600
2023-01-13_20:23:52.253643,29710
2023-01-13_20:23:52.364172,29820
2023-01-13_20:23:52.473796,29930
2023-01-13_20:23:52.584580,30040
2023-01-13_20:23:52.693301,30150
2023-01-13_20:23:52.804620,30260
2023-01-13_20:23:52.913612,30370
2023-01-13_20:23:53.024913,30480
2023-01-13_20:23:53.133888,30591
2023-01-13_20:23:53.244553,30701
2023-01-13_20:23:53.353690,30811
2023-01-13_20:23:53.465218,30921
2023-01-13_20:23:53.574641,31031
2023-01-13_20:23:53.684824,31141
2023-01-13_20:23:53.794742,31251
2023-01-13_20:23:53.905257,31361
2023-01-13_20:23:54.015056,31471
2023-01-13_20:23:54.125699,31581
2023-01-13_20:23:54.234964,31691
2023-01-13_20:23:54.345228,31801
2023-01-13_20:23:54.455640,31911
2023-01-13_20:23:54.565230,32021
2023-01-13_20:23:54.674947,32132
2023-01-13_20:23:54.786010,32242
2023-01-13_20:23:54.895143,32352
2023-01-13_20:23:55.005858,32462
2023-01-13_20:23:55.115391,32572
2023-01-13_20:23:55.226098,32682
2023-01-13_20:23:55.335186,32792
2023-01-13_20:23:55.446428,32902
2023-01-13_20:23:55.555237,33012
2023-01-13_20:23:55.665837,33122
2023-01-13_20:23:55.775351,33232
2023-01-13_20:23:55.886358,33342
2023-01-13_20:23:55.995633,33452
2023-01-13_20:23:56.106549,33562
2023-01-13_20:23:56.216581,33673
2023-01-13_20:23:56.326867,33783
2023-01-13_20:23:56.435838,33893
2023-01-13_20:23:56.546845,34003
2023-01-13_20:23:56.656239,34113
2023-01-13_20:23:56.766899,34223
2023-01-13_20:23:56.876830,34333
2023-01-13_20:23:56.987504,34443
2023-01-13_20:23:57.096715,34553
2023-01-13_20:23:57.207306,34663
2023-01-13_20:23:57.316987,34773
2023-01-13_20:23:57.427349,34883
2023-01-13_20:23:57.536640,34993
2023-01-13_20:23:57.647318,35103
2023-01-13_20:23:57.757262,35213
2023-01-13_20:23:57.867850,35324
2023-01-13_20:23:57.977093,35434
2023-01-13_20:23:58.087922,35544
2023-01-13_20:23:58.197245,35654
2023-01-13_20:23:58.308163,35764
2023-01-13_20:23:58.417743,35874
2023-01-13_20:23:58.527949,35984
2023-01-13_20:23:58.637240,36094
2023-01-13_20:23:58.747814,36204
2023-01-13_20:23:58.858164,36314
2023-01-13_20:23:58.968783,36424
2023-01-13_20:23:59.077961,36534
2023-01-13_20:23:59.188550,36644
2023-01-13_20:23:59.298068,36754
2023-01-13_20:23:59.408161,36865
2023-01-13_20:23:59.518526,36975
2023-01-13_20:23:59.628895,37085
2023-01-13_20:23:59.738485,37195
2023-01-13_20:23:59.848089,37305
2023-01-13_20:23:59.958473,37415
2023-01-13_20:24:00.068986,37525
2023-01-13_20:24:00.178311,37635
2023-01-13_20:24:00.288454,37745
2023-01-13_20:24:00.398608,37855
2023-01-13_20:24:00.508298,37965
2023-01-13_20:24:00.619175,38075
2023-01-13_20:24:00.728968,38185
2023-01-13_20:24:00.839103,38295
2023-01-13_20:24:00.948938,38405
2023-01-13_20:24:01.059451,38516
2023-01-13_20:24:01.169026,38626
2023-01-13_20:24:01.279374,38736
2023-01-13_20:24:01.389656,38846
2023-01-13_20:24:01.499383,38956
2023-01-13_20:24:01.609143,39066
2023-01-13_20:24:01.720001,39176
2023-01-13_20:24:01.830082,39286
2023-01-13_20:24:01.939965,39396
2023-01-13_20:24:02.050056,39506
2023-01-13_20:24:02.159811,39616
2023-01-13_20:24:02.269966,39726
2023-01-13_20:24:02.380088,39836
2023-01-13_20:24:02.489995,39946
2023-01-13_20:24:02.600608,40057
2023-01-13_20:24:02.710739,40167
2023-01-13_20:24:02.820135,40277
2023-01-13_20:24:02.930720,40387
2023-01-13_20:24:03.040093,40497
2023-01-13_20:24:03.150213,40607
2023-01-13_20:24:03.260656,40717
2023-01-13_20:24:03.370324,40827
2023-01-13_20:24:03.480419,40937
2023-01-13_20:24:03.591224,41047
2023-01-13_20:24:03.701062,41157
2023-01-13_20:24:03.811734,41267
2023-01-13_20:24:03.921110,41377
2023-01-13_20:24:04.030878,41487
2023-01-13_20:24:04.141182,41598
2023-01-13_20:24:04.251213,41708
2023-01-13_20:24:04.361607,41818
2023-01-13_20:24:04.471848,41928
2023-01-13_20:24:04.581272,42038
2023-01-13_20:24:04.691222,42148
2023-01-13_20:24:04.802182,42258
2023-01-13_20:24:04.911663,42368
2023-01-13_20:24:05.021620,42478
2023-01-13_20:24:05.131598,42588
2023-01-13_20:24:05.241912,42698
2023-01-13_20:24:05.352383,42808
2023-01-13_20:24:05.461687,42918
2023-01-13_20:24:05.572136,43028
2023-01-13_20:24:05.682609,43139
2023-01-13_20:24:05.792213,43249
2023-01-13_20:24:05.902031,43359
2023-01-13_20:24:06.012873,43469
2023-01-13_20:24:06.122139,43579
2023-01-13_20:24:06.232987,43689
2023-01-13_20:24:06.342916,43799
2023-01-13_20:24:06.452803,43909
2023-01-13_20:24:06.563088,44019
2023-01-13_20:24:06.672984,44129
2023-01-13_20:24:06.783348,44239
2023-01-13_20:24:06.892880,44349
2023-01-13_20:24:07.003505,44459
2023-01-13_20:24:07.113194,44569
2023-01-13_20:24:07.222906,44679
2023-01-13_20:24:07.332971,44790
2023-01-13_20:24:07.443655,44900
2023-01-13_20:24:07.553218,45010
2023-01-13_20:24:07.664781,45120
2023-01-13_20:24:07.773910,45230
2023-01-13_20:24:07.884470,45340
2023-01-13_20:24:07.993812,45450
2023-01-13_20:24:08.104459,45560
2023-01-13_20:24:08.214077,45670
2023-01-13_20:24:08.324260,45780
2023-01-13_20:24:08.434314,45890
2023-01-13_20:24:08.545172,46000
2023-01-13_20:24:08.654515,46110
2023-01-13_20:24:08.765373,46220
2023-01-13_20:24:08.874276,46331
2023-01-13_20:24:08.984692,46441
2023-01-13_20:24:09.094341,46551
2023-01-13_20:24:09.205376,46661
2023-01-13_20:24:09.314244,46771
2023-01-13_20:24:09.424756,46881
2023-01-13_20:24:09.535272,46991
2023-01-13_20:24:09.645312,47101
2023-01-13_20:24:09.754832,47211
2023-01-13_20:24:09.865660,47321
2023-01-13_20:24:09.975344,47431
2023-01-13_20:24:10.085472,47541
2023-01-13_20:24:10.195036,47651
2023-01-13_20:24:10.306310,47761
2023-01-13_20:24:10.415178,47871
2023-01-13_20:24:10.525709,47982
2023-01-13_20:24:10.635858,48092
2023-01-13_20:24:10.745870,48202
2023-01-13_20:24:10.856956,48312
2023-01-13_20:24:10.967050,48422
2023-01-13_20:24:11.076179,48532
2023-01-13_20:24:11.186528,48642
2023-01-13_20:24:11.295739,48752
2023-01-13_20:24:11.406305,48862
2023-01-13_20:24:11.516129,48972
2023-01-13_20:24:11.626089,49082
2023-01-13_20:24:11.736576,49192
2023-01-13_20:24:11.846384,49302
2023-01-13_20:24:11.956205,49412
2023-01-13_20:24:12.067715,49523
2023-01-13_20:24:12.176238,49633
2023-01-13_20:24:12.288165,49743
2023-01-13_20:24:12.396563,49853
2023-01-13_20:24:12.507857,49963
2023-01-13_20:24:12.617324,50073
2023-01-13_20:24:12.728031,50183
2023-01-13_20:24:12.837007,50293
2023-01-13_20:24:12.947678,50403
2023-01-13_20:24:13.057676,50513
2023-01-13_20:24:13.167388,50623
2023-01-13_20:24:13.276937,50733
2023-01-13_20:24:13.388332,50843
2023-01-13_20:24:13.498016,50953
2023-01-13_20:24:13.607925,51063
2023-01-13_20:24:13.717691,51174
2023-01-13_20:24:13.828377,51284
2023-01-13_20:24:13.937358,51394
2023-01-13_20:24:14.048100,51504
2023-01-13_20:24:14.157392,51614
2023-01-13_20:24:14.268247,51724
2023-01-13_20:24:14.377763,51834
2023-01-13_20:24:14.488544,51944
2023-01-13_20:24:14.597608,52054
2023-01-13_20:24:14.708122,52164
2023-01-13_20:24:14.817857,52274
2023-01-13_20:24:14.928386,52384
2023-01-13_20:24:15.037929,52494
2023-01-13_20:24:15.148932,52604
2023-01-13_20:24:15.258749,52714
2023-01-13_20:24:15.369411,52825
2023-01-13_20:24:15.478396,52935
2023-01-13_20:24:15.588698,53045
2023-01-13_20:24:15.699140,53155
2023-01-13_20:24:15.809411,53265
2023-01-13_20:24:15.918370,53375
2023-01-13_20:24:16.028767,53485
2023-01-13_20:24:16.138877,53595
2023-01-13_20:24:16.249182,53705
2023-01-13_20:24:16.359562,53815
2023-01-13_20:24:16.469458,53925
2023-01-13_20:24:16.579780,54035
2023-01-13_20:24:16.689618,54145
2023-01-13_20:24:16.799774,54255
2023-01-13_20:24:16.909793,54366
2023-01-13_20:24:17.019493,54476
2023-01-13_20:24:17.129381,54586
2023-01-13_20:24:17.239664,54696
2023-01-13_20:24:17.350078,54806
2023-01-13_20:24:17.459443,54916
2023-01-13_20:24:17.569645,55026
2023-01-13_20:24:17.680207,55136
2023-01-13_20:24:17.790223,55246
2023-01-13_20:24:17.900076,55356
2023-01-13_20:24:18.010439,55466
2023-01-13_20:24:18.120220,55576
2023-01-13_20:24:18.230466,55686
2023-01-13_20:24:18.340647,55796
2023-01-13_20:24:18.450433,55906
2023-01-13_20:24:18.560482,56017
2023-01-13_20:24:18.670846,56127
2023-01-13_20:24:18.780580,56237
2023-01-13_20:24:18.890769,56347
2023-01-13_20:24:19.001423,56457
2023-01-13_20:24:19.111457,56567
2023-01-13_20:24:19.220724,56677
2023-01-13_20:24:19.330615,56787
2023-01-13_20:24:19.440716,56897
2023-01-13_20:24:19.551422,57007
2023-01-13_20:24:19.661495,57117
2023-01-13_20:24:19.771694,57227
2023-01-13_20:24:19.881392,57337
2023-01-13_20:24:19.991433,57447
2023-01-13_20:24:20.102016,57557
2023-01-13_20:24:20.211493,57668
2023-01-13_20:24:20.322076,57778
2023-01-13_20:24:20.431531,57888
2023-01-13_20:24:20.542199,57998
2023-01-13_20:24:20.651686,58108
2023-01-13_20:24:20.762358,58218
2023-01-13_20:24:20.872111,58328
2023-01-13_20:24:20.982412,58438
2023-01-13_20:24:21.092415,58548
2023-01-13_20:24:21.202434,58658
2023-01-13_20:24:21.312328,58768
2023-01-13_20:24:21.422729,58878
2023-01-13_20:24:21.532879,58988
2023-01-13_20:24:21.642550,59098
2023-01-13_20:24:21.752271,59209
2023-01-13_20:24:21.863165,59319
2023-01-13_20:24:21.972683,59429
2023-01-13_20:24:22.083198,59539
2023-01-13_20:24:22.192716,59649
2023-01-13_20:24:22.303260,59759
2023-01-13_20:24:22.412755,59869
2023-01-13_20:24:22.523453,59979
2023-01-13_20:24:22.632973,60089
2023-01-13_20:24:22.743615,60199
2023-01-13_20:24:22.853453,60309
2023-01-13_20:24:22.963669,60419
2023-01-13_20:24:23.073636,60529
2023-01-13_20:24:23.183603,60639
2023-01-13_20:24:23.293668,60750
2023-01-13_20:24:23.404569,60860
2023-01-13_20:24:23.513606,60970
2023-01-13_20:24:23.624161,61080
2023-01-13_20:24:23.733441,61190
2023-01-13_20:24:23.844416,61300
2023-01-13_20:24:23.954381,61410
2023-01-13_20:24:24.065380,61520
2023-01-13_20:24:24.174501,61630
2023-01-13_20:24:24.285261,61740
2023-01-13_20:24:24.394750,61850
2023-01-13_20:24:24.505432,61960
2023-01-13_20:24:24.614580,62070
2023-01-13_20:24:24.724598,62180
2023-01-13_20:24:24.834271,62291
2023-01-13_20:24:24.945058,62401
2023-01-13_20:24:25.054652,62511
2023-01-13_20:24:25.165177,62621
2023-01-13_20:24:25.274747,62731
2023-01-13_20:24:25.385872,62841
2023-01-13_20:24:25.495456,62951
2023-01-13_20:24:25.606019,63061
2023-01-13_20:24:25.715041,63171
2023-01-13_20:24:25.825747,63281
2023-01-13_20:24:25.935277,63391
2023-01-13_20:24:26.045742,63501
2023-01-13_20:24:26.155712,63611
2023-01-13_20:24:26.266851,63721
2023-01-13_20:24:26.375461,63831
2023-01-13_20:24:26.486026,63942
2023-01-13_20:24:26.596001,64052
2023-01-13_20:24:26.706603,64162
2023-01-13_20:24:26.815811,64272
2023-01-13_20:24:26.926338,64382
2023-01-13_20:24:27.035857,64492
2023-01-13_20:24:27.146420,64602
2023-01-13_20:24:27.256071,64712
2023-01-13_20:24:27.366756,64822
2023-01-13_20:24:27.476100,64932
2023-01-13_20:24:27.586673,65042
2023-01-13_20:24:27.696112,65152
2023-01-13_20:24:27.806791,65262
2023-01-13_20:24:27.916321,65372
2023-01-13_20:24:28.027504,65483
2023-01-13_20:24:28.136911,65593
2023-01-13_20:24:28.246907,65703
2023-01-13_20:24:28.356496,65813
2023-01-13_20:24:28.466967,65923
2023-01-13_20:24:28.577532,66033
2023-01-13_20:24:28.687262,66143
2023-01-13_20:24:28.797374,66253
2023-01-13_20:24:28.907362,66363
2023-01-13_20:24:29.017488,66473
2023-01-13_20:24:29.127629,66583
2023-01-13_20:24:29.237502,66693
2023-01-13_20:24:29.348294,66803
2023-01-13_20:24:29.457759,66913
2023-01-13_20:24:29.568526,67023
2023-01-13_20:24:29.677973,67134
2023-01-13_20:24:29.788004,67244
2023-01-13_20:24:29.898169,67354
2023-01-13_20:24:30.007982,67464
2023-01-13_20:24:30.117986,67574
2023-01-13_20:24:30.228279,67684
2023-01-13_20:24:30.338560,67794
2023-01-13_20:24:30.448917,67904
2023-01-13_20:24:30.558139,68014
2023-01-13_20:24:30.668474,68124
2023-01-13_20:24:30.778346,68234
2023-01-13_20:24:30.888859,68344
2023-01-13_20:24:30.998571,68454
2023-01-13_20:24:31.108442,68564
2023-01-13_20:24:31.219112,68675
2023-01-13_20:24:31.328744,68785
2023-01-13_20:24:31.439248,68895
2023-01-13_20:24:31.548766,69005
2023-01-13_20:24:31.659464,69115
2023-01-13_20:24:31.769564,69225
2023-01-13_20:24:31.878732,69335
2023-01-13_20:24:31.989003,69445
2023-01-13_20:24:32.099157,69555
2023-01-13_20:24:32.209243,69665
2023-01-13_20:24:32.319013,69775
2023-01-13_20:24:32.429614,69885
2023-01-13_20:24:32.539979,69995
2023-01-13_20:24:32.649526,70105
2023-01-13_20:24:32.759458,70216
2023-01-13_20:24:32.869440,70326
2023-01-13_20:24:32.979632,70436
2023-01-13_20:24:33.089415,70546
2023-01-13_20:24:33.199554,70656
2023-01-13_20:24:33.310082,70766
2023-01-13_20:24:33.419767,70876
2023-01-13_20:24:33.530331,70986
2023-01-13_20:24:33.640128,71096
2023-01-13_20:24:33.750529,71206
2023-01-13_20:24:33.860368,71316
2023-01-13_20:24:33.970892,71426
2023-01-13_20:24:34.080458,71536
2023-01-13_20:24:34.191030,71646
2023-01-13_20:24:34.300993,71756
2023-01-13_20:24:34.410710,71867
2023-01-13_20:24:34.520564,71977
2023-01-13_20:24:34.630766,72087
2023-01-13_20:24:34.741636,72197
2023-01-13_20:24:34.851543,72307
2023-01-13_20:24:34.961930,72417
2023-01-13_20:24:35.071608,72527
2023-01-13_20:24:35.181679,72637
2023-01-13_20:24:35.291713,72747
2023-01-13_20:24:35.401170,72857
2023-01-13_20:24:35.511550,72967
2023-01-13_20:24:35.621512,73077
2023-01-13_20:24:35.731548,73187
2023-01-13_20:24:35.841619,73297
2023-01-13_20:24:35.952417,73408
2023-01-13_20:24:36.062623,73518
2023-01-13_20:24:36.172619,73628
2023-01-13_20:24:36.282479,73738
2023-01-13_20:24:36.392624,73848
2023-01-13_20:24:36.502511,73958
2023-01-13_20:24:36.611983,74068
2023-01-13_20:24:36.722547,74178
2023-01-13_20:24:36.832868,74288
2023-01-13_20:24:36.942647,74398
2023-01-13_20:24:37.052595,74508
2023-01-13_20:24:37.162884,74618
2023-01-13_20:24:37.272617,74728
2023-01-13_20:24:37.382788,74838
2023-01-13_20:24:37.492624,74949
2023-01-13_20:24:37.602657,75059
2023-01-13_20:24:37.712564,75169
2023-01-13_20:24:37.823748,75279
2023-01-13_20:24:37.932692,75389
2023-01-13_20:24:38.043576,75499
2023-01-13_20:24:38.153726,75609
2023-01-13_20:24:38.263626,75719
2023-01-13_20:24:38.373692,75829
2023-01-13_20:24:38.483560,75939
2023-01-13_20:24:38.593109,76049
2023-01-13_20:24:38.703823,76159
2023-01-13_20:24:38.813979,76269
2023-01-13_20:24:38.923632,76379
2023-01-13_20:24:39.034261,76489
2023-01-13_20:24:39.145287,76600
2023-01-13_20:24:39.253589,76710
2023-01-13_20:24:39.364845,76820
2023-01-13_20:24:39.474609,76930
2023-01-13_20:24:39.584365,77040
2023-01-13_20:24:39.694222,77150
2023-01-13_20:24:39.804683,77260
2023-01-13_20:24:39.914854,77370
2023-01-13_20:24:40.024854,77480
2023-01-13_20:24:40.134857,77590
2023-01-13_20:24:40.245826,77700
2023-01-13_20:24:40.355060,77810
2023-01-13_20:24:40.465712,77920
2023-01-13_20:24:40.574434,78030
2023-01-13_20:24:40.686132,78141
2023-01-13_20:24:40.795511,78251
2023-01-13_20:24:40.905492,78361
2023-01-13_20:24:41.015411,78471
2023-01-13_20:24:41.125830,78581
2023-01-13_20:24:41.235796,78691
2023-01-13_20:24:41.345781,78801
2023-01-13_20:24:41.455652,78911
2023-01-13_20:24:41.566697,79021
2023-01-13_20:24:41.675945,79131
2023-01-13_20:24:41.785913,79241
2023-01-13_20:24:41.895789,79351
2023-01-13_20:24:42.006993,79461
2023-01-13_20:24:42.116217,79571
2023-01-13_20:24:42.226893,79682
2023-01-13_20:24:42.336614,79792
2023-01-13_20:24:42.446236,79902
2023-01-13_20:24:42.556410,80012
2023-01-13_20:24:42.666762,80122
2023-01-13_20:24:42.776494,80232
2023-01-13_20:24:42.886612,80342
