Rotary encoder SYNC DATA
Neuropixel setup
Samping rate: 50 sps
20-21-09_01-13-2023
timestamp_sys,timestamp
2023-01-13_20:21:24.207145,15034
2023-01-13_20:21:24.317722,15144
2023-01-13_20:21:24.427372,15254
2023-01-13_20:21:24.537905,15364
2023-01-13_20:21:24.646942,15475
2023-01-13_20:21:24.758324,15585
2023-01-13_20:21:24.867745,15695
2023-01-13_20:21:24.977232,15805
2023-01-13_20:21:25.087329,15915
2023-01-13_20:21:25.197797,16025
2023-01-13_20:21:25.307525,16135
2023-01-13_20:21:25.417811,16245
2023-01-13_20:21:25.528019,16355
2023-01-13_20:21:25.637632,16465
2023-01-13_20:21:25.747970,16575
2023-01-13_20:21:25.857910,16685
2023-01-13_20:21:25.967993,16795
2023-01-13_20:21:26.078512,16905
2023-01-13_20:21:26.188276,17016
2023-01-13_20:21:26.298123,17126
2023-01-13_20:21:26.408326,17236
2023-01-13_20:21:26.517887,17346
2023-01-13_20:21:26.628637,17456
2023-01-13_20:21:26.738103,17566
2023-01-13_20:21:26.848687,17676
2023-01-13_20:21:26.959109,17786
2023-01-13_20:21:27.068413,17896
2023-01-13_20:21:27.179022,18006
2023-01-13_20:21:27.289001,18116
2023-01-13_20:21:27.398535,18226
2023-01-13_20:21:27.508853,18336
2023-01-13_20:21:27.618730,18446
2023-01-13_20:21:27.729065,18556
2023-01-13_20:21:27.838948,18667
2023-01-13_20:21:27.949037,18777
2023-01-13_20:21:28.059768,18887
2023-01-13_20:21:28.169338,18997
2023-01-13_20:21:28.279283,19107
2023-01-13_20:21:28.389414,19217
2023-01-13_20:21:28.499850,19327
2023-01-13_20:21:28.610264,19437
2023-01-13_20:21:28.720623,19547
2023-01-13_20:21:28.830141,19657
2023-01-13_20:21:28.939890,19767
2023-01-13_20:21:29.050127,19877
2023-01-13_20:21:29.160429,19987
2023-01-13_20:21:29.270180,20097
2023-01-13_20:21:29.380492,20208
2023-01-13_20:21:29.489836,20318
2023-01-13_20:21:29.600939,20428
2023-01-13_20:21:29.710661,20538
2023-01-13_20:21:29.821016,20648
2023-01-13_20:21:29.930562,20758
2023-01-13_20:21:30.041134,20868
2023-01-13_20:21:30.150327,20978
2023-01-13_20:21:30.261208,21088
2023-01-13_20:21:30.370626,21198
2023-01-13_20:21:30.481455,21308
2023-01-13_20:21:30.591356,21418
2023-01-13_20:21:30.701039,21528
2023-01-13_20:21:30.811077,21638
2023-01-13_20:21:30.921698,21749
2023-01-13_20:21:31.031673,21859
2023-01-13_20:21:31.141262,21969
2023-01-13_20:21:31.251911,22079
2023-01-13_20:21:31.361802,22189
2023-01-13_20:21:31.472017,22299
2023-01-13_20:21:31.581379,22409
2023-01-13_20:21:31.691967,22519
2023-01-13_20:21:31.802210,22629
