Rotary encoder POSITION DATA
Neuropixel setup
Samping rate: 50 sps
20-23-22_01-13-2023
timestamp_sys,timestamp,position,interrupt,position_at_interrupt
2023-01-13_20:23:23.667197, 1120, 240613, 0, 209376
2023-01-13_20:23:23.687432, 1140, 240613, 0, 209376
2023-01-13_20:23:23.707522, 1160, 240613, 0, 209376
2023-01-13_20:23:23.727232, 1180, 240613, 0, 209376
2023-01-13_20:23:23.745433, 1200, 240613, 0, 209376
2023-01-13_20:23:23.767456, 1220, 240613, 0, 209376
2023-01-13_20:23:23.787332, 1240, 240613, 0, 209376
2023-01-13_20:23:23.807150, 1260, 240613, 0, 209376
2023-01-13_20:23:23.827131, 1280, 240613, 0, 209376
2023-01-13_20:23:23.847148, 1300, 240613, 0, 209376
2023-01-13_20:23:23.867316, 1320, 240613, 0, 209376
2023-01-13_20:23:23.887447, 1340, 240613, 0, 209376
2023-01-13_20:23:23.907409, 1360, 240613, 0, 209376
2023-01-13_20:23:23.927246, 1380, 240613, 0, 209376
2023-01-13_20:23:23.946845, 1400, 240613, 0, 209376
2023-01-13_20:23:23.965360, 1420, 240613, 0, 209376
2023-01-13_20:23:23.987378, 1440, 240613, 0, 209376
2023-01-13_20:23:24.007514, 1460, 240613, 0, 209376
2023-01-13_20:23:24.027568, 1480, 240613, 0, 209376
2023-01-13_20:23:24.047346, 1500, 240613, 0, 209376
2023-01-13_20:23:24.067321, 1520, 240613, 0, 209376
2023-01-13_20:23:24.087562, 1540, 240613, 0, 209376
2023-01-13_20:23:24.107321, 1560, 240613, 0, 209376
2023-01-13_20:23:24.127358, 1580, 240613, 0, 209376
2023-01-13_20:23:24.147066, 1600, 240613, 0, 209376
2023-01-13_20:23:24.166979, 1620, 240613, 0, 209376
2023-01-13_20:23:24.185195, 1640, 240613, 0, 209376
2023-01-13_20:23:24.207485, 1660, 240613, 0, 209376
2023-01-13_20:23:24.226832, 1680, 240613, 0, 209376
2023-01-13_20:23:24.247324, 1700, 240613, 0, 209376
2023-01-13_20:23:24.266424, 1720, 240613, 0, 209376
2023-01-13_20:23:24.287322, 1740, 240613, 0, 209376
2023-01-13_20:23:24.306620, 1760, 240613, 0, 209376
2023-01-13_20:23:24.327712, 1780, 240613, 0, 209376
2023-01-13_20:23:24.346937, 1800, 240613, 0, 209376
2023-01-13_20:23:24.367354, 1820, 240613, 0, 209376
2023-01-13_20:23:24.387113, 1840, 240613, 0, 209376
2023-01-13_20:23:24.405586, 1860, 240613, 0, 209376
