Rotary encoder POSITION DATA
Neuropixel setup
Samping rate: 50 sps
20-21-09_01-13-2023
timestamp_sys,timestamp,position,interrupt,position_at_interrupt
2023-01-13_20:21:13.337085, 4160, 18684, 0, 0
2023-01-13_20:21:13.357033, 4180, 19238, 0, 0
2023-01-13_20:21:13.377083, 4200, 19815, 0, 0
2023-01-13_20:21:13.397191, 4220, 20259, 0, 0
2023-01-13_20:21:13.417714, 4240, 20653, 0, 0
2023-01-13_20:21:13.437076, 4260, 21002, 0, 0
2023-01-13_20:21:13.457090, 4280, 21296, 0, 0
2023-01-13_20:21:13.477109, 4300, 21535, 0, 0
2023-01-13_20:21:13.497037, 4320, 21722, 0, 0
2023-01-13_20:21:13.517002, 4340, 21864, 0, 0
2023-01-13_20:21:13.537148, 4360, 21937, 0, 0
2023-01-13_20:21:13.557059, 4380, 22093, 0, 0
2023-01-13_20:21:13.577276, 4400, 22438, 0, 0
2023-01-13_20:21:13.597281, 4420, 22791, 0, 0
2023-01-13_20:21:13.617426, 4440, 23057, 0, 0
2023-01-13_20:21:13.636995, 4460, 23276, 0, 0
2023-01-13_20:21:13.657028, 4480, 23462, 0, 0
2023-01-13_20:21:13.676989, 4500, 23617, 0, 0
2023-01-13_20:21:13.696909, 4520, 23743, 0, 0
2023-01-13_20:21:13.717315, 4540, 23839, 0, 0
2023-01-13_20:21:13.737013, 4560, 23906, 0, 0
2023-01-13_20:21:13.757256, 4580, 23943, 0, 0
2023-01-13_20:21:13.777240, 4600, 23839, 0, 0
2023-01-13_20:21:13.797278, 4620, 24004, 0, 0
2023-01-13_20:21:13.817346, 4640, 24446, 0, 0
2023-01-13_20:21:13.837088, 4660, 25067, 0, 0
2023-01-13_20:21:13.857404, 4680, 25681, 0, 0
2023-01-13_20:21:13.877346, 4700, 26162, 0, 0
2023-01-13_20:21:13.896992, 4720, 26578, 0, 0
2023-01-13_20:21:13.917009, 4740, 26952, 0, 0
2023-01-13_20:21:13.936978, 4760, 27281, 0, 0
2023-01-13_20:21:13.956965, 4780, 27564, 0, 0
2023-01-13_20:21:13.976936, 4800, 27804, 0, 0
2023-01-13_20:21:13.997086, 4820, 28001, 0, 0
2023-01-13_20:21:14.017658, 4840, 28160, 0, 0
2023-01-13_20:21:14.036870, 4860, 28135, 0, 0
2023-01-13_20:21:14.057629, 4880, 28406, 0, 0
2023-01-13_20:21:14.077025, 4900, 28812, 0, 0
2023-01-13_20:21:14.097001, 4920, 29321, 0, 0
2023-01-13_20:21:14.116939, 4940, 29768, 0, 0
2023-01-13_20:21:14.137457, 4960, 30103, 0, 0
2023-01-13_20:21:14.157507, 4980, 30386, 0, 0
2023-01-13_20:21:14.176982, 5000, 30629, 0, 0
2023-01-13_20:21:14.196994, 5020, 30843, 0, 0
2023-01-13_20:21:14.217099, 5040, 31034, 0, 0
2023-01-13_20:21:14.237078, 5060, 31198, 0, 0
2023-01-13_20:21:14.257102, 5080, 31339, 0, 0
2023-01-13_20:21:14.277150, 5100, 31453, 0, 0
2023-01-13_20:21:14.297202, 5120, 31545, 0, 0
2023-01-13_20:21:14.317034, 5140, 31620, 0, 0
2023-01-13_20:21:14.337399, 5160, 31667, 0, 0
2023-01-13_20:21:14.357247, 5180, 31697, 0, 0
2023-01-13_20:21:14.377036, 5200, 31711, 0, 0
2023-01-13_20:21:14.396856, 5220, 31710, 0, 0
2023-01-13_20:21:14.417130, 5240, 31697, 0, 0
2023-01-13_20:21:14.437402, 5260, 31682, 0, 0
2023-01-13_20:21:14.456410, 5280, 31661, 0, 0
2023-01-13_20:21:14.476996, 5300, 31621, 0, 0
2023-01-13_20:21:14.496888, 5320, 31584, 0, 0
2023-01-13_20:21:14.516760, 5340, 31584, 0, 0
2023-01-13_20:21:14.537410, 5360, 31596, 0, 0
2023-01-13_20:21:14.557021, 5380, 31591, 0, 0
2023-01-13_20:21:14.576915, 5400, 31563, 0, 0
2023-01-13_20:21:14.597092, 5420, 31513, 0, 0
2023-01-13_20:21:14.617587, 5440, 31498, 0, 0
2023-01-13_20:21:14.637616, 5460, 31499, 0, 0
2023-01-13_20:21:14.656648, 5480, 31502, 0, 0
2023-01-13_20:21:14.677402, 5500, 31504, 0, 0
2023-01-13_20:21:14.697142, 5520, 31509, 0, 0
2023-01-13_20:21:14.717006, 5540, 31507, 0, 0
2023-01-13_20:21:14.737500, 5560, 31493, 0, 0
2023-01-13_20:21:14.757400, 5580, 31480, 0, 0
2023-01-13_20:21:14.777351, 5600, 31468, 0, 0
2023-01-13_20:21:14.797172, 5620, 31448, 0, 0
2023-01-13_20:21:14.817127, 5640, 31424, 0, 0
2023-01-13_20:21:14.837144, 5660, 31407, 0, 0
2023-01-13_20:21:14.857104, 5680, 31394, 0, 0
2023-01-13_20:21:14.877243, 5700, 31386, 0, 0
2023-01-13_20:21:14.897269, 5720, 31385, 0, 0
2023-01-13_20:21:14.917475, 5740, 31390, 0, 0
2023-01-13_20:21:14.936446, 5760, 31403, 0, 0
2023-01-13_20:21:14.957360, 5780, 31422, 0, 0
2023-01-13_20:21:14.977304, 5800, 31450, 0, 0
2023-01-13_20:21:14.997293, 5820, 31475, 0, 0
2023-01-13_20:21:15.017275, 5840, 31483, 0, 0
2023-01-13_20:21:15.037184, 5860, 31488, 0, 0
2023-01-13_20:21:15.057008, 5880, 31489, 0, 0
2023-01-13_20:21:15.077409, 5900, 31489, 0, 0
2023-01-13_20:21:15.097009, 5920, 31487, 0, 0
2023-01-13_20:21:15.117024, 5940, 31483, 0, 0
2023-01-13_20:21:15.136687, 5960, 31479, 0, 0
2023-01-13_20:21:15.156600, 5980, 31475, 0, 0
2023-01-13_20:21:15.176936, 6000, 31471, 0, 0
2023-01-13_20:21:15.197001, 6020, 31465, 0, 0
2023-01-13_20:21:15.216995, 6040, 31457, 0, 0
2023-01-13_20:21:15.237205, 6060, 31450, 0, 0
2023-01-13_20:21:15.257035, 6080, 31442, 0, 0
2023-01-13_20:21:15.276693, 6100, 31434, 0, 0
2023-01-13_20:21:15.297111, 6120, 31426, 0, 0
2023-01-13_20:21:15.316347, 6140, 31421, 0, 0
2023-01-13_20:21:15.337649, 6160, 31414, 0, 0
2023-01-13_20:21:15.357523, 6180, 31407, 0, 0
2023-01-13_20:21:15.377160, 6200, 31405, 0, 0
2023-01-13_20:21:15.397321, 6220, 31397, 0, 0
2023-01-13_20:21:15.417267, 6240, 31387, 0, 0
2023-01-13_20:21:15.436507, 6260, 31379, 0, 0
2023-01-13_20:21:15.457026, 6280, 31373, 0, 0
2023-01-13_20:21:15.477042, 6300, 31367, 0, 0
2023-01-13_20:21:15.496531, 6320, 31364, 0, 0
2023-01-13_20:21:15.517167, 6340, 31366, 0, 0
2023-01-13_20:21:15.537149, 6360, 31378, 0, 0
2023-01-13_20:21:15.556719, 6380, 31395, 0, 0
2023-01-13_20:21:15.577030, 6400, 31409, 0, 0
2023-01-13_20:21:15.597066, 6420, 31419, 0, 0
2023-01-13_20:21:15.617168, 6440, 31421, 0, 0
2023-01-13_20:21:15.636757, 6460, 31411, 0, 0
2023-01-13_20:21:15.657747, 6480, 31372, 0, 0
2023-01-13_20:21:15.677299, 6500, 31345, 0, 0
2023-01-13_20:21:15.697042, 6520, 31325, 0, 0
2023-01-13_20:21:15.716445, 6540, 31319, 0, 0
2023-01-13_20:21:15.736525, 6560, 31317, 0, 0
2023-01-13_20:21:15.757576, 6580, 31321, 0, 0
2023-01-13_20:21:15.777150, 6600, 31321, 0, 0
2023-01-13_20:21:15.797265, 6620, 31319, 0, 0
2023-01-13_20:21:15.816396, 6640, 31300, 0, 0
2023-01-13_20:21:15.836531, 6660, 31285, 0, 0
2023-01-13_20:21:15.856445, 6680, 31269, 0, 0
2023-01-13_20:21:15.877006, 6700, 31264, 0, 0
2023-01-13_20:21:15.897352, 6720, 31266, 0, 0
2023-01-13_20:21:15.916376, 6740, 31276, 0, 0
2023-01-13_20:21:15.937131, 6760, 31288, 0, 0
2023-01-13_20:21:15.956613, 6780, 31296, 0, 0
2023-01-13_20:21:15.976530, 6800, 31298, 0, 0
2023-01-13_20:21:15.996547, 6820, 31298, 0, 0
2023-01-13_20:21:16.016629, 6840, 31299, 0, 0
2023-01-13_20:21:16.036565, 6860, 31303, 0, 0
2023-01-13_20:21:16.057428, 6880, 31303, 0, 0
2023-01-13_20:21:16.077157, 6900, 31304, 0, 0
2023-01-13_20:21:16.097046, 6920, 31304, 0, 0
2023-01-13_20:21:16.117190, 6940, 31305, 0, 0
2023-01-13_20:21:16.136821, 6960, 31309, 0, 0
2023-01-13_20:21:16.157459, 6980, 31312, 0, 0
2023-01-13_20:21:16.176964, 7000, 31321, 0, 0
2023-01-13_20:21:16.197450, 7020, 31331, 0, 0
2023-01-13_20:21:16.216667, 7040, 31333, 0, 0
2023-01-13_20:21:16.237182, 7060, 31334, 0, 0
2023-01-13_20:21:16.257362, 7080, 31332, 0, 0
2023-01-13_20:21:16.277097, 7100, 31328, 0, 0
2023-01-13_20:21:16.297085, 7120, 31343, 0, 0
2023-01-13_20:21:16.316701, 7140, 31359, 0, 0
2023-01-13_20:21:16.337422, 7160, 31360, 0, 0
2023-01-13_20:21:16.357422, 7180, 31359, 0, 0
2023-01-13_20:21:16.377428, 7200, 31359, 0, 0
2023-01-13_20:21:16.397129, 7220, 31359, 0, 0
2023-01-13_20:21:16.417089, 7240, 31358, 0, 0
2023-01-13_20:21:16.437621, 7260, 31358, 0, 0
2023-01-13_20:21:16.457012, 7280, 31359, 0, 0
2023-01-13_20:21:16.477591, 7300, 31354, 0, 0
2023-01-13_20:21:16.497424, 7320, 31346, 0, 0
2023-01-13_20:21:16.517295, 7340, 31342, 0, 0
2023-01-13_20:21:16.537021, 7360, 31333, 0, 0
2023-01-13_20:21:16.557041, 7380, 31322, 0, 0
2023-01-13_20:21:16.576974, 7400, 31312, 0, 0
2023-01-13_20:21:16.596886, 7420, 31307, 0, 0
2023-01-13_20:21:16.617370, 7440, 31307, 0, 0
2023-01-13_20:21:16.637554, 7460, 31307, 0, 0
2023-01-13_20:21:16.657062, 7480, 31307, 0, 0
2023-01-13_20:21:16.677185, 7500, 31367, 0, 0
2023-01-13_20:21:16.697249, 7520, 31473, 0, 0
2023-01-13_20:21:16.717425, 7540, 31538, 0, 0
2023-01-13_20:21:16.737589, 7560, 31564, 0, 0
2023-01-13_20:21:16.757633, 7580, 31585, 0, 0
2023-01-13_20:21:16.777052, 7600, 31668, 0, 0
2023-01-13_20:21:16.797014, 7620, 31829, 0, 0
2023-01-13_20:21:16.817014, 7640, 32112, 0, 0
2023-01-13_20:21:16.832522, 7660, 32437, 0, 0
2023-01-13_20:21:16.857415, 7680, 32698, 0, 0
2023-01-13_20:21:16.876892, 7700, 32863, 0, 0
2023-01-13_20:21:16.896714, 7720, 32967, 0, 0
2023-01-13_20:21:16.917556, 7740, 33043, 0, 0
2023-01-13_20:21:16.937603, 7760, 33091, 0, 0
2023-01-13_20:21:16.957015, 7780, 33107, 0, 0
2023-01-13_20:21:16.977428, 7800, 33099, 0, 0
2023-01-13_20:21:16.997419, 7820, 33073, 0, 0
2023-01-13_20:21:17.017252, 7840, 33011, 0, 0
2023-01-13_20:21:17.037084, 7860, 33215, 0, 0
2023-01-13_20:21:17.052399, 7880, 33605, 0, 0
2023-01-13_20:21:17.077017, 7900, 34115, 0, 0
2023-01-13_20:21:17.096936, 7920, 34678, 0, 0
2023-01-13_20:21:17.117129, 7940, 35114, 0, 0
2023-01-13_20:21:17.136935, 7960, 35341, 0, 0
2023-01-13_20:21:17.157040, 7980, 35511, 0, 0
2023-01-13_20:21:17.177097, 8000, 35651, 0, 0
2023-01-13_20:21:17.197216, 8020, 35762, 0, 0
2023-01-13_20:21:17.217208, 8040, 35842, 0, 0
2023-01-13_20:21:17.237185, 8060, 35897, 0, 0
2023-01-13_20:21:17.257164, 8080, 35926, 0, 0
2023-01-13_20:21:17.273175, 8100, 35806, 0, 0
2023-01-13_20:21:17.297521, 8120, 35829, 0, 0
2023-01-13_20:21:17.317142, 8140, 36096, 0, 0
2023-01-13_20:21:17.337117, 8160, 36619, 0, 0
2023-01-13_20:21:17.357165, 8180, 37380, 0, 0
2023-01-13_20:21:17.377681, 8200, 38123, 0, 0
2023-01-13_20:21:17.397374, 8220, 38696, 0, 0
2023-01-13_20:21:17.417303, 8240, 39187, 0, 0
2023-01-13_20:21:17.436423, 8260, 39616, 0, 0
2023-01-13_20:21:17.457367, 8280, 39985, 0, 0
2023-01-13_20:21:17.477269, 8300, 40298, 0, 0
2023-01-13_20:21:17.492285, 8320, 40555, 0, 0
2023-01-13_20:21:17.517013, 8340, 40765, 0, 0
2023-01-13_20:21:17.537307, 8360, 40891, 0, 0
2023-01-13_20:21:17.557020, 8380, 40935, 0, 0
2023-01-13_20:21:17.577020, 8400, 41278, 0, 0
2023-01-13_20:21:17.597006, 8420, 41919, 0, 0
2023-01-13_20:21:17.616918, 8440, 42837, 0, 0
2023-01-13_20:21:17.636968, 8460, 43652, 0, 0
2023-01-13_20:21:17.657045, 8480, 44347, 0, 0
2023-01-13_20:21:17.676567, 8500, 44983, 0, 0
2023-01-13_20:21:17.696565, 8520, 45557, 0, 0
2023-01-13_20:21:17.712654, 8540, 46051, 0, 0
2023-01-13_20:21:17.736638, 8560, 46468, 0, 0
2023-01-13_20:21:17.756632, 8580, 46820, 0, 0
2023-01-13_20:21:17.777022, 8600, 47103, 0, 0
2023-01-13_20:21:17.797164, 8620, 47119, 0, 0
2023-01-13_20:21:17.817628, 8640, 47556, 0, 0
2023-01-13_20:21:17.837090, 8660, 48267, 0, 0
2023-01-13_20:21:17.857167, 8680, 49070, 0, 0
2023-01-13_20:21:17.877062, 8700, 49634, 0, 0
2023-01-13_20:21:17.897068, 8720, 50124, 0, 0
2023-01-13_20:21:17.916978, 8740, 50554, 0, 0
2023-01-13_20:21:17.933906, 8760, 50925, 0, 0
2023-01-13_20:21:17.956945, 8780, 51240, 0, 0
2023-01-13_20:21:17.977029, 8800, 51507, 0, 0
2023-01-13_20:21:17.997182, 8820, 51735, 0, 0
2023-01-13_20:21:18.016878, 8840, 51927, 0, 0
2023-01-13_20:21:18.036934, 8860, 52084, 0, 0
2023-01-13_20:21:18.057377, 8880, 52087, 0, 0
2023-01-13_20:21:18.077024, 8900, 52387, 0, 0
2023-01-13_20:21:18.097379, 8920, 52994, 0, 0
2023-01-13_20:21:18.116499, 8940, 53735, 0, 0
2023-01-13_20:21:18.137581, 8960, 54446, 0, 0
2023-01-13_20:21:18.153338, 8980, 55023, 0, 0
2023-01-13_20:21:18.177528, 9000, 55533, 1, 55295
2023-01-13_20:21:18.197047, 9020, 55990, 0, 55295
2023-01-13_20:21:18.217123, 9040, 56393, 0, 55295
2023-01-13_20:21:18.236672, 9060, 56735, 0, 55295
2023-01-13_20:21:18.257047, 9080, 57020, 0, 55295
2023-01-13_20:21:18.277146, 9100, 57260, 0, 55295
2023-01-13_20:21:18.297053, 9120, 57459, 0, 55295
2023-01-13_20:21:18.317189, 9140, 57532, 0, 55295
2023-01-13_20:21:18.337056, 9160, 57571, 0, 55295
2023-01-13_20:21:18.357048, 9180, 57833, 0, 55295
2023-01-13_20:21:18.373149, 9200, 58406, 0, 55295
2023-01-13_20:21:18.397163, 9220, 59177, 0, 55295
2023-01-13_20:21:18.417192, 9240, 59960, 0, 55295
2023-01-13_20:21:18.437096, 9260, 60599, 0, 55295
2023-01-13_20:21:18.457543, 9280, 61177, 0, 55295
2023-01-13_20:21:18.476542, 9300, 61704, 0, 55295
2023-01-13_20:21:18.496704, 9320, 62155, 0, 55295
