2018-08-18_18:04:46.497192,3328358
2018-08-18_18:04:46.522332,3328401
2018-08-18_18:04:46.547600,3328443
2018-08-18_18:04:46.571960,3328484
2018-08-18_18:04:46.597445,3328526
2018-08-18_18:04:46.622584,3328568
2018-08-18_18:04:46.646874,3328614
2018-08-18_18:04:46.672360,3328664
2018-08-18_18:04:46.696866,3328719
2018-08-18_18:04:46.722490,3328777
2018-08-18_18:04:46.746778,3328843
2018-08-18_18:04:46.772264,3328908
2018-08-18_18:04:46.797748,3328962
2018-08-18_18:04:46.822433,3329017
2018-08-18_18:04:46.847651,3329073
2018-08-18_18:04:46.872156,3329128
2018-08-18_18:04:46.897642,3329183
2018-08-18_18:04:46.922782,3329235
2018-08-18_18:04:46.947547,3329282
2018-08-18_18:04:46.972053,3329326
2018-08-18_18:04:46.997538,3329369
2018-08-18_18:04:47.022682,3329413
2018-08-18_18:04:47.047441,3329458
2018-08-18_18:04:47.072935,3329505
2018-08-18_18:04:47.097433,3329554
2018-08-18_18:04:47.122574,3329603
2018-08-18_18:04:47.147337,3329650
2018-08-18_18:04:47.171842,3329697
2018-08-18_18:04:47.197327,3329744
2018-08-18_18:04:47.222471,3329791
2018-08-18_18:04:47.247722,3329840
2018-08-18_18:04:47.272241,3329889
2018-08-18_18:04:47.297716,3329939
2018-08-18_18:04:47.322879,3329992
2018-08-18_18:04:47.347141,3330047
2018-08-18_18:04:47.372626,3330104
2018-08-18_18:04:47.397321,3330161
2018-08-18_18:04:47.422460,3330225
2018-08-18_18:04:47.447716,3330270
2018-08-18_18:04:47.472221,3330311
2018-08-18_18:04:47.497707,3330349
2018-08-18_18:04:47.522373,3330387
2018-08-18_18:04:47.547133,3330423
2018-08-18_18:04:47.572173,3330461
2018-08-18_18:04:47.597657,3330499
2018-08-18_18:04:47.622320,3330538
2018-08-18_18:04:47.647581,3330578
2018-08-18_18:04:47.672086,3330619
2018-08-18_18:04:47.697571,3330661
2018-08-18_18:04:47.722742,3330700
2018-08-18_18:04:47.747009,3330739
2018-08-18_18:04:47.772494,3330778
2018-08-18_18:04:47.797001,3330816
2018-08-18_18:04:47.822642,3330853
2018-08-18_18:04:47.846904,3330889
2018-08-18_18:04:47.872700,3330924
2018-08-18_18:04:47.897205,3330957
2018-08-18_18:04:47.922854,3330991
2018-08-18_18:04:47.947668,3331028
2018-08-18_18:04:47.972173,3331066
2018-08-18_18:04:47.997660,3331105
2018-08-18_18:04:48.022824,3331146
2018-08-18_18:04:48.047207,3331189
2018-08-18_18:04:48.072692,3331233
2018-08-18_18:04:48.097196,3331274
2018-08-18_18:04:48.122339,3331315
2018-08-18_18:04:48.147103,3331356
2018-08-18_18:04:48.172589,3331397
2018-08-18_18:04:48.197093,3331436
2018-08-18_18:04:48.222734,3331475
2018-08-18_18:04:48.246997,3331516
2018-08-18_18:04:48.272483,3331561
2018-08-18_18:04:48.297357,3331603
2018-08-18_18:04:48.322602,3331637
2018-08-18_18:04:48.346863,3331673
2018-08-18_18:04:48.372348,3331710
2018-08-18_18:04:48.397833,3331749
2018-08-18_18:04:48.422497,3331791
2018-08-18_18:04:48.447699,3331831
2018-08-18_18:04:48.472204,3331872
2018-08-18_18:04:48.497170,3331914
2018-08-18_18:04:48.522334,3331958
2018-08-18_18:04:48.547333,3332002
2018-08-18_18:04:48.571914,3332047
2018-08-18_18:04:48.597480,3332092
2018-08-18_18:04:48.622723,3332137
2018-08-18_18:04:48.647461,3332181
2018-08-18_18:04:48.671966,3332225
2018-08-18_18:04:48.697452,3332272
2018-08-18_18:04:48.722620,3332320
2018-08-18_18:04:48.747358,3332370
2018-08-18_18:04:48.771864,3332419
2018-08-18_18:04:48.796781,3332469
2018-08-18_18:04:48.822448,3332521
2018-08-18_18:04:48.847596,3332572
2018-08-18_18:04:48.872741,3332622
2018-08-18_18:04:48.897385,3332670
2018-08-18_18:04:48.922533,3332721
2018-08-18_18:04:48.947679,3332768
2018-08-18_18:04:48.972324,3332812
2018-08-18_18:04:48.997469,3332853
2018-08-18_18:04:49.022617,3332893
2018-08-18_18:04:49.047764,3332932
2018-08-18_18:04:49.072408,3332973
2018-08-18_18:04:49.097555,3333017
2018-08-18_18:04:49.122702,3333053
2018-08-18_18:04:49.147848,3333080
2018-08-18_18:04:49.172493,3333106
2018-08-18_18:04:49.197639,3333128
2018-08-18_18:04:49.222787,3333145
2018-08-18_18:04:49.247432,3333156
2018-08-18_18:04:49.272578,3333162
2018-08-18_18:04:49.297724,3333164
2018-08-18_18:04:49.322368,3333164
2018-08-18_18:04:49.347515,3333163
2018-08-18_18:04:49.372663,3333162
2018-08-18_18:04:49.397307,3333161
2018-08-18_18:04:49.422453,3333161
2018-08-18_18:04:49.447601,3333161
2018-08-18_18:04:49.472747,3333161
2018-08-18_18:04:49.497391,3333162
2018-08-18_18:04:49.522538,3333163
2018-08-18_18:04:49.547685,3333164
2018-08-18_18:04:49.572832,3333165
2018-08-18_18:04:49.597477,3333164
2018-08-18_18:04:49.622623,3333163
2018-08-18_18:04:49.647770,3333162
2018-08-18_18:04:49.672414,3333162
2018-08-18_18:04:49.697561,3333162
2018-08-18_18:04:49.722709,3333164
2018-08-18_18:04:49.747855,3333165
2018-08-18_18:04:49.772499,3333166
2018-08-18_18:04:49.797778,3333167
2018-08-18_18:04:49.822285,3333168
2018-08-18_18:04:49.847793,3333168
2018-08-18_18:04:49.872634,3333167
2018-08-18_18:04:49.897746,3333167
2018-08-18_18:04:49.922252,3333168
2018-08-18_18:04:49.947833,3333168
2018-08-18_18:04:49.972611,3333169
2018-08-18_18:04:49.997725,3333170
2018-08-18_18:04:50.022230,3333170
2018-08-18_18:04:50.047085,3333170
2018-08-18_18:04:50.072638,3333170
2018-08-18_18:04:50.097552,3333170
2018-08-18_18:04:50.122597,3333170
2018-08-18_18:04:50.147724,3333170
2018-08-18_18:04:50.172654,3333170
2018-08-18_18:04:50.197767,3333171
2018-08-18_18:04:50.222271,3333172
2018-08-18_18:04:50.247610,3333173
2018-08-18_18:04:50.272579,3333173
2018-08-18_18:04:50.297692,3333174
2018-08-18_18:04:50.322197,3333173
2018-08-18_18:04:50.347682,3333173
2018-08-18_18:04:50.372507,3333173
2018-08-18_18:04:50.397255,3333173
2018-08-18_18:04:50.422744,3333173
2018-08-18_18:04:50.447465,3333173
2018-08-18_18:04:50.472432,3333174
2018-08-18_18:04:50.497544,3333174
2018-08-18_18:04:50.522050,3333174
2018-08-18_18:04:50.546895,3333174
2018-08-18_18:04:50.572664,3333174
2018-08-18_18:04:50.597894,3333175
2018-08-18_18:04:50.622527,3333175
2018-08-18_18:04:50.647629,3333175
2018-08-18_18:04:50.672898,3333175
2018-08-18_18:04:50.697780,3333175
2018-08-18_18:04:50.722286,3333175
2018-08-18_18:04:50.747564,3333175
2018-08-18_18:04:50.772485,3333175
2018-08-18_18:04:50.797121,3333175
2018-08-18_18:04:50.822607,3333174
2018-08-18_18:04:50.847361,3333175
2018-08-18_18:04:50.872728,3333175
2018-08-18_18:04:50.896840,3333175
2018-08-18_18:04:50.922510,3333176
2018-08-18_18:04:50.947015,3333176
2018-08-18_18:04:50.972786,3333176
2018-08-18_18:04:50.997423,3333176
2018-08-18_18:04:51.021927,3333176
2018-08-18_18:04:51.047413,3333176
2018-08-18_18:04:51.072549,3333176
2018-08-18_18:04:51.097687,3333175
2018-08-18_18:04:51.122193,3333175
2018-08-18_18:04:51.147550,3333175
2018-08-18_18:04:51.172319,3333175
2018-08-18_18:04:51.196985,3333175
2018-08-18_18:04:51.221905,3333175
2018-08-18_18:04:51.247395,3333175
2018-08-18_18:04:51.272671,3333175
2018-08-18_18:04:51.297629,3333175
2018-08-18_18:04:51.322310,3333175
2018-08-18_18:04:51.347674,3333174
2018-08-18_18:04:51.372437,3333174
2018-08-18_18:04:51.397174,3333174
2018-08-18_18:04:51.422661,3333174
2018-08-18_18:04:51.446814,3333174
2018-08-18_18:04:51.472566,3333173
2018-08-18_18:04:51.497789,3333173
2018-08-18_18:04:51.522645,3333173
2018-08-18_18:04:51.547139,3333172
2018-08-18_18:04:51.572382,3333172
2018-08-18_18:04:51.597547,3333173
2018-08-18_18:04:51.622053,3333173
2018-08-18_18:04:51.647538,3333173
2018-08-18_18:04:51.672781,3333173
2018-08-18_18:04:51.697445,3333173
2018-08-18_18:04:51.721951,3333173
2018-08-18_18:04:51.747450,3333172
2018-08-18_18:04:51.772678,3333172
2018-08-18_18:04:51.797055,3333171
2018-08-18_18:04:51.822492,3333171
2018-08-18_18:04:51.846998,3333171
2018-08-18_18:04:51.872240,3333171
2018-08-18_18:04:51.897404,3333171
2018-08-18_18:04:51.922890,3333171
2018-08-18_18:04:51.947395,3333172
2018-08-18_18:04:51.972639,3333171
2018-08-18_18:04:51.997302,3333171
2018-08-18_18:04:52.022787,3333171
2018-08-18_18:04:52.047229,3333170
2018-08-18_18:04:52.072351,3333170
2018-08-18_18:04:52.097515,3333170
2018-08-18_18:04:52.122020,3333170
2018-08-18_18:04:52.147819,3333170
2018-08-18_18:04:52.172558,3333170
2018-08-18_18:04:52.197722,3333169
2018-08-18_18:04:52.222228,3333169
2018-08-18_18:04:52.247714,3333169
2018-08-18_18:04:52.272454,3333169
2018-08-18_18:04:52.297252,3333169
2018-08-18_18:04:52.322737,3333169
2018-08-18_18:04:52.347246,3333168
2018-08-18_18:04:52.372485,3333167
2018-08-18_18:04:52.397647,3333167
2018-08-18_18:04:52.422152,3333168
2018-08-18_18:04:52.447558,3333168
2018-08-18_18:04:52.472298,3333169
2018-08-18_18:04:52.497532,3333169
2018-08-18_18:04:52.522594,3333169
2018-08-18_18:04:52.547100,3333168
2018-08-18_18:04:52.572850,3333168
2018-08-18_18:04:52.597123,3333168
2018-08-18_18:04:52.622605,3333168
2018-08-18_18:04:52.647110,3333168
2018-08-18_18:04:52.672352,3333168
2018-08-18_18:04:52.697518,3333168
2018-08-18_18:04:52.722024,3333168
2018-08-18_18:04:52.747819,3333168
2018-08-18_18:04:52.772556,3333168
2018-08-18_18:04:52.797726,3333168
2018-08-18_18:04:52.822225,3333168
2018-08-18_18:04:52.847711,3333169
2018-08-18_18:04:52.872450,3333169
2018-08-18_18:04:52.897563,3333168
2018-08-18_18:04:52.922067,3333166
2018-08-18_18:04:52.947557,3333165
2018-08-18_18:04:52.972518,3333165
2018-08-18_18:04:52.997686,3333165
2018-08-18_18:04:53.022188,3333166
2018-08-18_18:04:53.047674,3333167
2018-08-18_18:04:53.072414,3333169
2018-08-18_18:04:53.097407,3333170
2018-08-18_18:04:53.122572,3333171
2018-08-18_18:04:53.147077,3333171
2018-08-18_18:04:53.172319,3333171
2018-08-18_18:04:53.197475,3333170
2018-08-18_18:04:53.221987,3333169
2018-08-18_18:04:53.247469,3333169
2018-08-18_18:04:53.272713,3333170
2018-08-18_18:04:53.297378,3333172
2018-08-18_18:04:53.321884,3333173
2018-08-18_18:04:53.347370,3333176
2018-08-18_18:04:53.372612,3333178
2018-08-18_18:04:53.397276,3333181
2018-08-18_18:04:53.422760,3333183
2018-08-18_18:04:53.447266,3333183
2018-08-18_18:04:53.472513,3333181
2018-08-18_18:04:53.497089,3333180
2018-08-18_18:04:53.522574,3333179
2018-08-18_18:04:53.547081,3333179
2018-08-18_18:04:53.572321,3333180
2018-08-18_18:04:53.596835,3333180
2018-08-18_18:04:53.622319,3333181
2018-08-18_18:04:53.647804,3333181
2018-08-18_18:04:53.672568,3333181
2018-08-18_18:04:53.697180,3333181
2018-08-18_18:04:53.722666,3333181
2018-08-18_18:04:53.747171,3333180
2018-08-18_18:04:53.772413,3333180
2018-08-18_18:04:53.797793,3333179
2018-08-18_18:04:53.822508,3333179
2018-08-18_18:04:53.847013,3333179
2018-08-18_18:04:53.872255,3333180
2018-08-18_18:04:53.897419,3333180
2018-08-18_18:04:53.921925,3333180
2018-08-18_18:04:53.947411,3333179
2018-08-18_18:04:53.972658,3333179
2018-08-18_18:04:53.997319,3333178
2018-08-18_18:04:54.021824,3333178
2018-08-18_18:04:54.047461,3333177
2018-08-18_18:04:54.072706,3333177
2018-08-18_18:04:54.097366,3333177
2018-08-18_18:04:54.122759,3333177
2018-08-18_18:04:54.147269,3333177
2018-08-18_18:04:54.172507,3333177
2018-08-18_18:04:54.197657,3333178
2018-08-18_18:04:54.222298,3333178
2018-08-18_18:04:54.246986,3333178
2018-08-18_18:04:54.272471,3333178
2018-08-18_18:04:54.296977,3333177
2018-08-18_18:04:54.322696,3333177
2018-08-18_18:04:54.346882,3333177
2018-08-18_18:04:54.372369,3333177
2018-08-18_18:04:54.396872,3333177
2018-08-18_18:04:54.422496,3333177
2018-08-18_18:04:54.447179,3333177
2018-08-18_18:04:54.472665,3333177
2018-08-18_18:04:54.497753,3333177
2018-08-18_18:04:54.522493,3333178
2018-08-18_18:04:54.547181,3333178
2018-08-18_18:04:54.572613,3333178
2018-08-18_18:04:54.597118,3333178
2018-08-18_18:04:54.622333,3333177
2018-08-18_18:04:54.647020,3333177
2018-08-18_18:04:54.672508,3333176
2018-08-18_18:04:54.697013,3333176
2018-08-18_18:04:54.722732,3333177
2018-08-18_18:04:54.746915,3333179
2018-08-18_18:04:54.772400,3333180
2018-08-18_18:04:54.797887,3333182
2018-08-18_18:04:54.822627,3333183
2018-08-18_18:04:54.846812,3333184
2018-08-18_18:04:54.872297,3333185
2018-08-18_18:04:54.897759,3333185
2018-08-18_18:04:54.922549,3333185
2018-08-18_18:04:54.947714,3333185
2018-08-18_18:04:54.972220,3333183
2018-08-18_18:04:54.997705,3333181
2018-08-18_18:04:55.022452,3333180
2018-08-18_18:04:55.047615,3333179
2018-08-18_18:04:55.072121,3333179
2018-08-18_18:04:55.097610,3333179
2018-08-18_18:04:55.122854,3333178
2018-08-18_18:04:55.147492,3333175
2018-08-18_18:04:55.172639,3333169
2018-08-18_18:04:55.197282,3333164
2018-08-18_18:04:55.222429,3333160
2018-08-18_18:04:55.247577,3333156
2018-08-18_18:04:55.272723,3333153
2018-08-18_18:04:55.297371,3333154
2018-08-18_18:04:55.322514,3333158
2018-08-18_18:04:55.347661,3333163
2018-08-18_18:04:55.372305,3333168
2018-08-18_18:04:55.397453,3333171
2018-08-18_18:04:55.422130,3333173
2018-08-18_18:04:55.447615,3333179
2018-08-18_18:04:55.472123,3333190
2018-08-18_18:04:55.497440,3333210
2018-08-18_18:04:55.522026,3333237
2018-08-18_18:04:55.547513,3333271
2018-08-18_18:04:55.572998,3333313
2018-08-18_18:04:55.597338,3333355
2018-08-18_18:04:55.621923,3333394
2018-08-18_18:04:55.647456,3333435
2018-08-18_18:04:55.671960,3333482
2018-08-18_18:04:55.697783,3333535
2018-08-18_18:04:55.722522,3333593
2018-08-18_18:04:55.747028,3333657
2018-08-18_18:04:55.772514,3333727
2018-08-18_18:04:55.797357,3333804
2018-08-18_18:04:55.821947,3333884
2018-08-18_18:04:55.847433,3333963
2018-08-18_18:04:55.871938,3334034
2018-08-18_18:04:55.897258,3334098
2018-08-18_18:04:55.922333,3334161
2018-08-18_18:04:55.947164,3334223
2018-08-18_18:04:55.972648,3334286
2018-08-18_18:04:55.997493,3334349
2018-08-18_18:04:56.022073,3334417
2018-08-18_18:04:56.047559,3334489
2018-08-18_18:04:56.072064,3334551
2018-08-18_18:04:56.097621,3334605
2018-08-18_18:04:56.122144,3334652
2018-08-18_18:04:56.147630,3334693
2018-08-18_18:04:56.172674,3334729
2018-08-18_18:04:56.197516,3334759
2018-08-18_18:04:56.222107,3334785
2018-08-18_18:04:56.247144,3334810
2018-08-18_18:04:56.272628,3334833
2018-08-18_18:04:56.297470,3334857
2018-08-18_18:04:56.322055,3334888
2018-08-18_18:04:56.347540,3334928
2018-08-18_18:04:56.372046,3334973
2018-08-18_18:04:56.397369,3335021
2018-08-18_18:04:56.421954,3335069
2018-08-18_18:04:56.447439,3335115
2018-08-18_18:04:56.472528,3335157
2018-08-18_18:04:56.497502,3335193
2018-08-18_18:04:56.522087,3335219
2018-08-18_18:04:56.547572,3335238
2018-08-18_18:04:56.572078,3335255
2018-08-18_18:04:56.597398,3335272
2018-08-18_18:04:56.621987,3335294
2018-08-18_18:04:56.647467,3335323
2018-08-18_18:04:56.671976,3335361
2018-08-18_18:04:56.697291,3335404
2018-08-18_18:04:56.722431,3335445
2018-08-18_18:04:56.747193,3335482
2018-08-18_18:04:56.772679,3335519
2018-08-18_18:04:56.797519,3335556
2018-08-18_18:04:56.822106,3335593
2018-08-18_18:04:56.847592,3335636
2018-08-18_18:04:56.872097,3335695
2018-08-18_18:04:56.897922,3335760
2018-08-18_18:04:56.922002,3335819
2018-08-18_18:04:56.947488,3335873
2018-08-18_18:04:56.971993,3335919
2018-08-18_18:04:56.997313,3335958
2018-08-18_18:04:57.021897,3335995
2018-08-18_18:04:57.047382,3336031
2018-08-18_18:04:57.072897,3336070
2018-08-18_18:04:57.097710,3336113
2018-08-18_18:04:57.121791,3336160
2018-08-18_18:04:57.147277,3336210
2018-08-18_18:04:57.172762,3336263
2018-08-18_18:04:57.197603,3336317
2018-08-18_18:04:57.222666,3336373
2018-08-18_18:04:57.247170,3336426
2018-08-18_18:04:57.272662,3336476
2018-08-18_18:04:57.297498,3336525
2018-08-18_18:04:57.322696,3336578
2018-08-18_18:04:57.347202,3336638
2018-08-18_18:04:57.372688,3336696
2018-08-18_18:04:57.397530,3336744
2018-08-18_18:04:57.422592,3336777
2018-08-18_18:04:57.447098,3336799
2018-08-18_18:04:57.472271,3336817
2018-08-18_18:04:57.497617,3336834
2018-08-18_18:04:57.522676,3336848
2018-08-18_18:04:57.547182,3336859
2018-08-18_18:04:57.572670,3336869
2018-08-18_18:04:57.597509,3336875
2018-08-18_18:04:57.622427,3336883
2018-08-18_18:04:57.646931,3336895
2018-08-18_18:04:57.672417,3336914
2018-08-18_18:04:57.697761,3336941
2018-08-18_18:04:57.722739,3336975
2018-08-18_18:04:57.747240,3337015
2018-08-18_18:04:57.771925,3337059
2018-08-18_18:04:57.797746,3337107
2018-08-18_18:04:57.822809,3337153
2018-08-18_18:04:57.847423,3337203
2018-08-18_18:04:57.871928,3337258
2018-08-18_18:04:57.897751,3337318
2018-08-18_18:04:57.922361,3337371
2018-08-18_18:04:57.946866,3337426
2018-08-18_18:04:57.972351,3337486
2018-08-18_18:04:57.997533,3337552
2018-08-18_18:04:58.022116,3337621
2018-08-18_18:04:58.047602,3337694
2018-08-18_18:04:58.072109,3337769
2018-08-18_18:04:58.097429,3337843
2018-08-18_18:04:58.122012,3337911
2018-08-18_18:04:58.146992,3337978
2018-08-18_18:04:58.172236,3338043
2018-08-18_18:04:58.197555,3338103
2018-08-18_18:04:58.222735,3338153
2018-08-18_18:04:58.247241,3338195
2018-08-18_18:04:58.272726,3338228
2018-08-18_18:04:58.297562,3338255
2018-08-18_18:04:58.322717,3338275
2018-08-18_18:04:58.347223,3338292
2018-08-18_18:04:58.372879,3338306
2018-08-18_18:04:58.397800,3338316
2018-08-18_18:04:58.422388,3338323
2018-08-18_18:04:58.447873,3338328
2018-08-18_18:04:58.472773,3338333
2018-08-18_18:04:58.497615,3338342
2018-08-18_18:04:58.522357,3338360
2018-08-18_18:04:58.546860,3338387
2018-08-18_18:04:58.572346,3338424
2018-08-18_18:04:58.597665,3338470
2018-08-18_18:04:58.622228,3338526
2018-08-18_18:04:58.647712,3338585
2018-08-18_18:04:58.672217,3338639
2018-08-18_18:04:58.697538,3338699
2018-08-18_18:04:58.722128,3338766
2018-08-18_18:04:58.747614,3338841
2018-08-18_18:04:58.771858,3338922
2018-08-18_18:04:58.797680,3339008
2018-08-18_18:04:58.822263,3339096
2018-08-18_18:04:58.847752,3339179
2018-08-18_18:04:58.872254,3339261
2018-08-18_18:04:58.897574,3339340
2018-08-18_18:04:58.922694,3339420
2018-08-18_18:04:58.947200,3339494
2018-08-18_18:04:58.972685,3339569
2018-08-18_18:04:58.997660,3339643
2018-08-18_18:04:59.021978,3339718
2018-08-18_18:04:59.047483,3339793
2018-08-18_18:04:59.071989,3339870
2018-08-18_18:04:59.097334,3339949
2018-08-18_18:04:59.122588,3340015
2018-08-18_18:04:59.147172,3340081
2018-08-18_18:04:59.172469,3340146
2018-08-18_18:04:59.197796,3340212
2018-08-18_18:04:59.222525,3340281
2018-08-18_18:04:59.246995,3340353
2018-08-18_18:04:59.272478,3340422
2018-08-18_18:04:59.297804,3340491
2018-08-18_18:04:59.322389,3340561
2018-08-18_18:04:59.346894,3340631
2018-08-18_18:04:59.372380,3340700
2018-08-18_18:04:59.397487,3340769
2018-08-18_18:04:59.422655,3340840
2018-08-18_18:04:59.447073,3340916
2018-08-18_18:04:59.472717,3340995
2018-08-18_18:04:59.497534,3341077
2018-08-18_18:04:59.522518,3341159
2018-08-18_18:04:59.547128,3341239
2018-08-18_18:04:59.572587,3341315
2018-08-18_18:04:59.597401,3341389
2018-08-18_18:04:59.622492,3341463
2018-08-18_18:04:59.646993,3341523
2018-08-18_18:04:59.672727,3341583
2018-08-18_18:04:59.697656,3341643
2018-08-18_18:04:59.722603,3341705
2018-08-18_18:04:59.747482,3341769
2018-08-18_18:04:59.772347,3341834
2018-08-18_18:04:59.797665,3341898
2018-08-18_18:04:59.822382,3341958
2018-08-18_18:04:59.846886,3342017
2018-08-18_18:04:59.872373,3342077
2018-08-18_18:04:59.897692,3342139
2018-08-18_18:04:59.922475,3342203
2018-08-18_18:04:59.946982,3342268
2018-08-18_18:04:59.972531,3342333
2018-08-18_18:04:59.997543,3342397
2018-08-18_18:05:00.022333,3342462
2018-08-18_18:05:00.046968,3342528
2018-08-18_18:05:00.072785,3342590
2018-08-18_18:05:00.097724,3342650
2018-08-18_18:05:00.122575,3342711
2018-08-18_18:05:00.147080,3342778
2018-08-18_18:05:00.172464,3342847
2018-08-18_18:05:00.197784,3342907
2018-08-18_18:05:00.222685,3342970
2018-08-18_18:05:00.246818,3343034
2018-08-18_18:05:00.272026,3343099
2018-08-18_18:05:00.297319,3343165
2018-08-18_18:05:00.322006,3343233
2018-08-18_18:05:00.347490,3343298
2018-08-18_18:05:00.371994,3343357
2018-08-18_18:05:00.397507,3343412
2018-08-18_18:05:00.422475,3343464
2018-08-18_18:05:00.446980,3343513
2018-08-18_18:05:00.472692,3343561
2018-08-18_18:05:00.497506,3343598
2018-08-18_18:05:00.522061,3343633
2018-08-18_18:05:00.547546,3343669
2018-08-18_18:05:00.572215,3343706
